DATE,SUBSCRIBERS_GAINED,SUBSCRIBERS_LOST,VIEWS,WATCH_HOURS,LIKES,SHARES,COMMENTS,TOTAL_SUBSCRIBERS
2024-03-17,173,54,14673,1389,597,97,44,115098
2024-03-18,163,36,12589,818,508,83,45,115225
2024-03-19,209,40,11697,812,506,110,40,115394
2024-03-20,174,51,10827,965,458,84,37,115517
2024-03-21,202,53,12276,863,394,99,44,115666
2024-03-22,208,44,9188,827,396,98,43,115830
2024-03-23,199,39,14094,1269,685,93,43,115990
2024-03-24,173,54,12729,1453,645,84,46,116109
2024-03-25,188,52,10100,849,437,89,51,116245
2024-03-26,180,48,11046,896,499,71,43,116377
2024-03-27,165,41,10991,908,486,92,46,116501
2024-03-28,187,45,11051,733,516,93,48,116643
2024-03-29,160,44,9359,774,409,92,47,116759
2024-03-30,203,46,17671,1408,657,63,42,116916
2024-03-31,173,52,16760,1263,733,79,45,117037
2024-04-01,185,49,11720,1006,475,84,47,117173
2024-04-02,187,40,8858,998,524,93,40,117320
2024-04-03,177,51,11271,976,474,93,51,117446
2024-04-04,193,47,9637,1077,540,89,52,117592
2024-04-05,173,48,10507,904,480,97,42,117717
2024-04-06,198,52,17295,1456,756,81,46,117863
2024-04-07,158,40,16573,1288,661,96,48,117981
2024-04-08,185,45,10019,1137,457,95,43,118121
2024-04-09,218,43,10961,1095,498,94,47,118296
2024-04-10,164,38,9278,915,531,89,46,118422
2024-04-11,170,47,12218,950,491,108,39,118545
2024-04-12,192,57,10734,1040,454,96,47,118680
2024-04-13,186,37,18277,1353,781,82,40,118829
2024-04-14,189,45,15574,1284,535,93,50,118973
2024-04-15,192,48,10385,997,393,98,42,119117
2024-04-16,195,46,10120,925,490,86,45,119266
2024-04-17,204,45,11916,935,459,101,52,119425
2024-04-18,191,39,10176,842,487,95,48,119577
2024-04-19,179,47,11656,761,462,70,41,119709
2024-04-20,196,42,15792,1411,729,94,41,119863
2024-04-21,219,35,13171,1506,633,88,43,120047
2024-04-22,181,51,10314,900,486,97,47,120177
2024-04-23,166,50,9644,1054,506,100,47,120293
2024-04-24,204,46,10965,857,517,94,42,120451
2024-04-25,182,47,9621,825,554,107,40,120586
2024-04-26,144,51,11926,917,472,90,47,120679
2024-04-27,200,47,16215,1374,711,98,45,120832
2024-04-28,175,50,16062,1492,586,99,56,120957
2024-04-29,183,44,11607,853,437,91,46,121096
2024-04-30,191,52,11934,1052,453,99,54,121235
2024-05-01,188,47,10854,1108,511,87,40,121376
2024-05-02,198,47,10028,923,435,88,39,121527
2024-05-03,177,40,8930,1043,500,80,41,121664
2024-05-04,195,47,15152,1243,694,95,51,121812
2024-05-05,180,42,15249,1542,682,95,54,121950
2024-05-06,199,43,10939,1026,475,103,42,122106
2024-05-07,197,42,10438,1009,446,100,44,122261
2024-05-08,168,41,11542,928,444,90,41,122388
2024-05-09,206,56,10124,655,385,82,38,122538
2024-05-10,176,52,10711,871,453,97,49,122662
2024-05-11,201,55,18048,1309,664,103,47,122808
2024-05-12,193,40,16667,1260,661,100,46,122961
2024-05-13,220,46,10665,944,485,103,40,123135
2024-05-14,182,40,10070,894,497,91,54,123277
2024-05-15,180,43,10020,856,477,89,44,123414
2024-05-16,186,42,9773,835,513,86,49,123558
2024-05-17,181,52,10089,867,494,92,39,123687
2024-05-18,202,44,17182,1560,679,92,45,123845
2024-05-19,156,51,15595,1311,669,95,48,123950
2024-05-20,167,49,9182,888,482,92,48,124068
2024-05-21,167,57,12470,894,495,92,47,124178
2024-05-22,205,39,10916,969,534,86,49,124344
2024-05-23,219,52,9073,980,524,102,41,124511
2024-05-24,185,52,10074,652,443,94,47,124644
2024-05-25,184,42,15956,1552,696,92,47,124786
2024-05-26,189,51,18436,1611,751,86,48,124924
2024-05-27,209,48,9319,841,520,81,47,125085
2024-05-28,170,45,11480,849,514,106,41,125210
2024-05-29,192,43,11898,898,467,99,40,125359
2024-05-30,206,43,9761,870,411,78,36,125522
2024-05-31,197,56,10106,963,424,101,50,125663
2024-06-01,192,47,13947,1138,726,102,51,125808
2024-06-02,207,50,15211,1255,730,95,51,125965
2024-06-03,137,43,10291,1089,420,109,48,126059
2024-06-04,201,43,10986,856,474,96,37,126217
2024-06-05,176,52,11403,1062,502,81,42,126341
2024-06-06,154,40,9491,979,418,98,48,126455
2024-06-07,198,45,8221,774,525,96,47,126608
2024-06-08,215,47,15284,1509,682,88,46,126776
2024-06-09,186,47,15728,1404,799,100,49,126915
2024-06-10,207,46,10415,904,448,78,47,127076
2024-06-11,220,49,9805,971,425,104,47,127247
2024-06-12,214,50,10238,993,452,86,44,127411
2024-06-13,221,50,11616,1016,470,85,52,127582
2024-06-14,204,42,10446,1061,456,93,45,127744
2024-06-15,191,46,14492,1483,696,99,41,127889
2024-06-16,159,53,14264,1230,736,96,43,127995
2024-06-17,185,51,9815,906,467,88,45,128129
2024-06-18,174,41,11588,1232,472,90,52,128262
2024-06-19,231,49,9750,1021,394,84,47,128444
2024-06-20,187,38,9886,1178,495,93,46,128593
2024-06-21,193,47,9402,1086,472,105,41,128739
2024-06-22,201,56,16402,1465,829,95,51,128884
2024-06-23,191,43,17626,1474,648,103,44,129032
2024-06-24,223,43,10240,951,391,109,47,129212
2024-06-25,179,51,9852,789,507,89,54,129340
2024-06-26,195,40,9779,958,494,93,50,129495
2024-06-27,177,44,7399,1072,430,116,40,129628
2024-06-28,166,50,10410,900,405,109,39,129744
2024-06-29,179,44,14687,1495,828,79,47,129879
2024-06-30,191,46,15069,1560,820,99,42,130024
2024-07-01,183,51,8923,871,360,95,51,130156
2024-07-02,178,49,9210,916,457,103,48,130285
2024-07-03,165,49,9158,862,559,88,48,130401
2024-07-04,190,46,10496,881,457,87,44,130545
2024-07-05,163,49,9135,837,457,89,56,130659
2024-07-06,207,47,17160,1312,700,90,61,130819
2024-07-07,194,50,14770,1647,640,104,46,130963
2024-07-08,164,45,8211,874,399,84,49,131082
2024-07-09,186,47,9264,975,532,90,48,131221
2024-07-10,178,43,8747,915,393,79,46,131356
2024-07-11,199,48,7282,1078,494,106,44,131507
2024-07-12,218,44,10790,1091,525,108,43,131681
2024-07-13,156,42,14891,1572,618,93,42,131795
2024-07-14,195,49,14610,1492,657,93,50,131941
2024-07-15,190,49,9372,944,541,101,45,132082
2024-07-16,206,52,7922,851,509,110,35,132236
2024-07-17,197,46,8722,1155,453,100,50,132387
2024-07-18,179,50,9908,894,542,90,48,132516
2024-07-19,187,51,8154,1033,542,81,54,132652
2024-07-20,178,50,10177,1606,745,86,50,132780
2024-07-21,214,44,13278,1372,661,97,41,132950
2024-07-22,194,49,8904,1071,465,90,37,133095
2024-07-23,231,50,9128,1045,499,98,45,133276
2024-07-24,193,48,9634,1139,476,91,45,133421
2024-07-25,180,38,9525,926,531,86,53,133563
2024-07-26,165,49,9159,847,411,85,48,133679
2024-07-27,159,59,14950,1384,619,112,54,133779
2024-07-28,163,46,11294,1489,742,106,42,133896
2024-07-29,200,45,9299,979,463,114,53,134051
2024-07-30,204,50,9381,936,456,102,52,134205
2024-07-31,164,50,7712,789,401,93,38,134319
2024-08-01,212,54,7459,1021,488,110,55,134477
2024-08-02,185,42,8101,1168,485,97,49,134620
2024-08-03,198,52,12230,1533,780,99,50,134766
2024-08-04,227,51,14045,1554,738,97,44,134942
2024-08-05,213,48,8150,1033,482,68,55,135107
2024-08-06,190,50,7919,1017,546,113,43,135247
2024-08-07,178,53,8110,1070,425,102,53,135372
2024-08-08,153,53,9579,1018,516,101,52,135472
2024-08-09,181,43,8605,949,408,97,44,135610
2024-08-10,191,53,63142,1353,3367,495,290,135748
2024-08-11,176,48,12685,1434,646,92,50,135876
2024-08-12,193,49,9632,1012,529,104,52,136020
2024-08-13,197,49,7871,951,487,85,41,136168
2024-08-14,192,48,9605,1013,490,100,59,136312
2024-08-15,183,55,8647,1026,437,103,43,136440
2024-08-16,200,48,8313,1065,477,96,54,136592
2024-08-17,205,43,15808,1665,681,102,44,136754
2024-08-18,175,47,11285,1488,766,88,46,136882
2024-08-19,224,50,8095,856,443,89,53,137056
2024-08-20,195,55,7342,951,558,100,54,137196
2024-08-21,197,52,9153,990,410,105,43,137341
2024-08-22,211,45,9749,805,453,80,54,137507
2024-08-23,202,61,9714,1124,576,103,54,137648
2024-08-24,216,50,13986,1503,708,93,44,137814
2024-08-25,203,55,12191,1539,643,96,57,137962
2024-08-26,185,48,7973,1124,505,85,42,138099
2024-08-27,205,52,6880,927,471,90,46,138252
2024-08-28,175,53,9926,1047,453,108,51,138374
2024-08-29,200,55,8619,979,441,99,45,138519
2024-08-30,197,54,7815,973,632,95,50,138662
2024-08-31,194,53,13944,1372,724,98,50,138803
2024-09-01,195,48,11095,1735,600,104,48,138950
2024-09-02,161,46,8514,955,570,103,53,139065
2024-09-03,187,51,8028,1063,527,98,48,139201
2024-09-04,200,54,8680,807,458,110,50,139347
2024-09-05,202,48,8096,1111,450,109,55,139501
2024-09-06,178,55,6957,1099,531,103,53,139624
2024-09-07,224,57,12286,1507,727,100,53,139791
2024-09-08,181,45,13458,1459,603,106,44,139927
2024-09-09,218,45,8088,1036,587,102,52,140100
2024-09-10,207,49,8732,1225,477,110,45,140258
2024-09-11,186,51,7250,821,573,108,43,140393
2024-09-12,235,47,8068,1076,563,89,49,140581
2024-09-13,175,56,7578,907,449,89,45,140700
2024-09-14,218,52,13022,1495,826,92,53,140866
2024-09-15,220,50,12147,1462,700,109,54,141036
